state,district,city,property_type,beds,baths,size_sqft,furnishing,facing,age_years,price_inr,locality_key
Telangana,Jangaon,Jangaon,Independent House,5,4,2590,Unfurnished,North,1,10125000,Jangaon | Jangaon Town
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,2,2,1125,Semi-Furnished,West,1,8400000,Medchal Malkajgiri | Bachupally
Andhra Pradesh,NTR,Vijayawada,Independent House,5,5,2563,Semi-Furnished,South-East,9,10750000,NTR | Gollapudi
Telangana,Rangareddy,Hyderabad,Independent House,3,3,1547,Unfurnished,East,6,16600000,Rangareddy | Kondapur
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,1,1,508,Unfurnished,South,0,3600000,Visakhapatnam | Maddilapalem
Andhra Pradesh,Anantapur,Anantapur,Independent House,3,3,1556,Unfurnished,East,1,6125000,Anantapur | Gandhi Nagar
Telangana,Mancherial,Mancherial,Independent House,6,6,2959,Semi-Furnished,North-East,2,9025000,Mancherial | Bellampalli
Andhra Pradesh,Srikakulam,Srikakulam,Independent House,3,4,1756,Unfurnished,East,0,5300000,Srikakulam | Etcherla
Andhra Pradesh,Anakapalli,Anakapalle,Apartment,2,2,1312,Unfurnished,West,0,5275000,Anakapalli | Parawada
Telangana,Kamareddy,Kamareddy,Residential Plot,0,0,1800,Not Applicable,South-East,0,3325000,Kamareddy | Kamareddy Town
Andhra Pradesh,East Godavari,Rajahmundry,Residential Plot,0,0,2700,Not Applicable,South,0,4875000,East Godavari | Kambala Cheruvu
Andhra Pradesh,Anakapalli,Anakapalle,Independent House,2,1,1106,Furnished,South,0,4550000,Anakapalli | Sabbavaram
Andhra Pradesh,NTR,Vijayawada,Apartment,4,4,1972,Unfurnished,North-East,0,12000000,NTR | Gunadala
Telangana,Rangareddy,Hyderabad,Residential Plot,0,0,1503,Not Applicable,East,0,10525000,Rangareddy | Manikonda
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,1,1056,Unfurnished,West,0,5100000,Visakhapatnam | Bheemili
Andhra Pradesh,Prakasam,Ongole,Residential Plot,0,0,1800,Not Applicable,North-East,0,1700000,Prakasam | Darsi
Telangana,Adilabad,Adilabad,Apartment,2,2,838,Unfurnished,North,0,1250000,Adilabad | Bhoraj
Telangana,Sangareddy,Hyderabad,Independent House,2,2,1476,Unfurnished,West,3,13825000,Sangareddy | Tellapur
Andhra Pradesh,Nandyal,Nandyal,Independent House,3,3,1607,Unfurnished,East,1,3125000,Nandyal | Nandikotkur
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,3,1349,Unfurnished,East,0,9700000,Medchal Malkajgiri | Uppal
Telangana,Vikarabad,Vikarabad,Residential Plot,0,0,1197,Not Applicable,North,0,750000,Vikarabad | Kodangal
Telangana,Sangareddy,Sangareddy,Apartment,2,2,995,Semi-Furnished,South,1,2875000,Sangareddy | Zaheerabad
Andhra Pradesh,Annamayya,Madanapalle,Villa,3,2,2102,Unfurnished,South,16,4000000,Annamayya | Mulakalacheruvu
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Residential Plot,0,0,1197,Not Applicable,East,0,2175000,Parvathipuram Manyam | Parvathipuram Town
Andhra Pradesh,Anantapur,Anantapur,Residential Plot,0,0,2160,Not Applicable,East,0,2375000,Anantapur | Guntakal
Andhra Pradesh,Guntur,Guntur,Residential Plot,0,0,1503,Not Applicable,East,0,2375000,Guntur | Tenali
Andhra Pradesh,Kurnool,Kurnool,Apartment,3,3,1593,Unfurnished,North,0,4925000,Kurnool | Venkataramana Colony
Andhra Pradesh,Chittoor,Chittoor,Villa,3,3,2339,Semi-Furnished,East,1,6150000,Chittoor | Gangadhara Nellore
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,5,5,2522,Semi-Furnished,East,8,19675000,Medchal Malkajgiri | AS Rao Nagar
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,3,4,1590,Unfurnished,West,0,12825000,Medchal Malkajgiri | Kukatpally
Telangana,Wanaparthy,Wanaparthy,Apartment,2,3,1209,Unfurnished,North-East,0,3500000,Wanaparthy | Wanaparthy Town
Andhra Pradesh,Bapatla,Bapatla,Independent Builder Floor,3,3,1407,Unfurnished,West,2,2775000,Bapatla | Addanki
Andhra Pradesh,Tirupati,Tirupati,Residential Plot,0,0,900,Not Applicable,East,0,2000000,Tirupati | Vikruthamala
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,2,2,1111,Unfurnished,East,8,8975000,Visakhapatnam | Rushikonda
Andhra Pradesh,Guntur,Guntur,Residential Plot,0,0,1800,Not Applicable,North-East,0,2300000,Guntur | Ponnur
Andhra Pradesh,Anakapalli,Anakapalle,Residential Plot,0,0,1503,Not Applicable,East,0,3225000,Anakapalli | Sabbavaram
Telangana,Rangareddy,Hyderabad,Residential Plot,0,0,3600,Not Applicable,North-East,0,41550000,Rangareddy | Kokapet
Andhra Pradesh,Vizianagaram,Vizianagaram,Independent House,4,4,2350,Unfurnished,North,1,8125000,Vizianagaram | Bobbili
Andhra Pradesh,Anakapalli,Anakapalle,Residential Plot,0,0,3600,Not Applicable,East,0,8300000,Anakapalli | Sabbavaram
Andhra Pradesh,West Godavari,Bhimavaram,Independent House,3,4,1675,Unfurnished,South,5,6025000,West Godavari | Bhimavaram Town
Andhra Pradesh,Prakasam,Ongole,Independent House,4,5,1762,Unfurnished,South-East,1,4275000,Prakasam | Podili
Telangana,Peddapalli,Peddapalli,Independent House,2,2,700,Unfurnished,East,3,2050000,Peddapalli | Ramagundam
Andhra Pradesh,East Godavari,Rajahmundry,Independent House,3,3,1897,Semi-Furnished,West,8,6550000,East Godavari | Kambala Cheruvu
Andhra Pradesh,Srikakulam,Srikakulam,Apartment,1,1,448,Semi-Furnished,North-East,4,1250000,Srikakulam | Ichchapuram
Telangana,Suryapet,Suryapet,Independent House,5,5,2366,Unfurnished,West,8,3825000,Suryapet | Nereducherla
Andhra Pradesh,Tirupati,Tirupati,Residential Plot,0,0,1620,Not Applicable,West,0,3225000,Tirupati | Chandragiri
Andhra Pradesh,NTR,Vijayawada,Apartment,2,2,762,Unfurnished,West,2,5500000,NTR | Labbipet
Andhra Pradesh,Bapatla,Bapatla,Independent House,3,3,1957,Furnished,East,2,4675000,Bapatla | Addanki
Telangana,Mancherial,Mancherial,Apartment,1,2,566,Semi-Furnished,North-East,1,1175000,Mancherial | Naspur
Andhra Pradesh,Prakasam,Ongole,Residential Plot,0,0,4500,Not Applicable,North-East,0,8425000,Prakasam | Ongole Trunk Road
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,4,1609,Unfurnished,North,13,9425000,Medchal Malkajgiri | Kompally
Telangana,Narayanpet,Narayanpet,Independent House,4,4,2097,Semi-Furnished,North,0,5750000,Narayanpet | Narayanpet Town
Telangana,Mahabubabad,Mahabubabad,Independent Builder Floor,2,1,1050,Unfurnished,North-East,3,2800000,Mahabubabad | Mahabubabad Town
Telangana,Karimnagar,Karimnagar,Independent House,4,4,2361,Unfurnished,North,9,7050000,Karimnagar | Kothapally
Telangana,Nagarkurnool,Nagarkurnool,Independent House,3,4,1710,Semi-Furnished,North-East,12,2750000,Nagarkurnool | Kalwakurthy
Telangana,Sangareddy,Hyderabad,Apartment,2,2,1151,Furnished,North,1,9000000,Sangareddy | Beeramguda
Andhra Pradesh,Guntur,Guntur,Villa,5,5,3234,Semi-Furnished,South,0,13875000,Guntur | Prathipadu
Telangana,Hyderabad,Hyderabad,Apartment,3,4,1337,Semi-Furnished,East,6,15575000,Hyderabad | Secunderabad
Andhra Pradesh,Eluru,Eluru,Independent House,5,5,2450,Semi-Furnished,East,1,4575000,Eluru | Tadikalapudi
Telangana,Rangareddy,Hyderabad,Independent House,2,3,1404,Unfurnished,North-East,3,10175000,Rangareddy | Adibatla
Telangana,Sangareddy,Hyderabad,Independent House,3,4,1701,Unfurnished,South,2,15300000,Sangareddy | Tellapur
Telangana,Medchal Malkajgiri,Hyderabad,Independent House,3,3,1766,Semi-Furnished,West,0,8700000,Medchal Malkajgiri | Shamirpet
Telangana,Nalgonda,Nalgonda,Apartment,3,3,1434,Unfurnished,East,0,5775000,Nalgonda | Nalgonda Town
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,4,1657,Unfurnished,North,0,12550000,Medchal Malkajgiri | KPHB
Telangana,Warangal,Warangal,Independent Builder Floor,2,3,986,Semi-Furnished,East,3,2725000,Warangal | Narsampet
Andhra Pradesh,YSR Kadapa,Kadapa,Independent House,3,2,1791,Unfurnished,North-East,11,6225000,YSR Kadapa | Balaji Nagar
Telangana,Hyderabad,Hyderabad,Apartment,4,4,2161,Semi-Furnished,North-East,7,12475000,Hyderabad | Sanathnagar
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Residential Plot,0,0,2700,Not Applicable,East,0,3700000,Parvathipuram Manyam | Salur
Telangana,Khammam,Khammam,Apartment,4,5,1924,Unfurnished,North,0,5250000,Khammam | Sathupalli
Telangana,Adilabad,Adilabad,Residential Plot,0,0,1998,Not Applicable,North-East,0,3425000,Adilabad | Adilabad Town
Telangana,Siddipet,Siddipet,Apartment,3,3,1360,Semi-Furnished,South-East,0,3025000,Siddipet | Doultabad
Andhra Pradesh,Tirupati,Tirupati,Independent House,3,2,1510,Semi-Furnished,East,11,6250000,Tirupati | Srikalahasti
Andhra Pradesh,Bapatla,Bapatla,Villa,4,4,2217,Semi-Furnished,West,16,6325000,Bapatla | Chirala
Andhra Pradesh,Guntur,Guntur,Apartment,2,2,802,Unfurnished,North,8,2525000,Guntur | Ponnur
Andhra Pradesh,Guntur,Amaravati,Independent House,3,2,1494,Unfurnished,North-East,2,8975000,Guntur | Mangalagiri
Telangana,Rangareddy,Hyderabad,Apartment,3,2,1559,Unfurnished,East,0,13150000,Rangareddy | Manikonda
Andhra Pradesh,Polavaram,Rampachodavaram,Independent House,5,5,2577,Unfurnished,East,7,5050000,Polavaram | Rampachodavaram
Telangana,Rajanna Sircilla,Sircilla,Independent House,3,3,1478,Unfurnished,West,21,4025000,Rajanna Sircilla | Sircilla Town
Telangana,Sangareddy,Sangareddy,Apartment,2,1,1064,Unfurnished,South-East,0,3150000,Sangareddy | Narayankhed
Telangana,Hyderabad,Hyderabad,Independent House,3,3,1606,Semi-Furnished,North-East,28,11200000,Hyderabad | Begumpet
Telangana,Wanaparthy,Wanaparthy,Apartment,3,4,1772,Unfurnished,South-East,6,2700000,Wanaparthy | Amarchinta
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,3,3,1428,Unfurnished,South,15,11250000,Medchal Malkajgiri | KPHB
Andhra Pradesh,Anantapur,Anantapur,Independent House,3,3,1459,Unfurnished,North,11,3450000,Anantapur | Guntakal
Andhra Pradesh,Srikakulam,Srikakulam,Residential Plot,0,0,2403,Not Applicable,South,0,2975000,Srikakulam | Ichchapuram
Telangana,Mahabubnagar,Mahabubnagar,Villa,3,3,1939,Furnished,West,14,7325000,Mahabubnagar | Jadcherla
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Independent House,3,3,1793,Furnished,North,9,2525000,Alluri Sitharama Raju | G. Madugula
Telangana,Rangareddy,Hyderabad,Residential Plot,0,0,2403,Not Applicable,North,0,27250000,Rangareddy | Kokapet
Telangana,Narayanpet,Narayanpet,Apartment,1,1,588,Semi-Furnished,South-East,3,925000,Narayanpet | Damaragidda
Telangana,Sangareddy,Sangareddy,Independent House,4,4,1929,Semi-Furnished,South-East,12,4600000,Sangareddy | Narayankhed
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Apartment,3,2,1454,Unfurnished,North,0,5250000,Sri Sathya Sai | Puttaparthi Town
Telangana,Khammam,Khammam,Apartment,3,3,1556,Unfurnished,North-East,15,4450000,Khammam | Madhira
Andhra Pradesh,Tirupati,Tirupati,Apartment,2,1,1065,Unfurnished,East,0,2800000,Tirupati | Sullurpeta
Andhra Pradesh,NTR,Vijayawada,Independent Builder Floor,2,2,1025,Unfurnished,East,4,8300000,NTR | Benz Circle
Telangana,Nalgonda,Nalgonda,Residential Plot,0,0,2403,Not Applicable,East,0,4675000,Nalgonda | Nalgonda Town
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,1503,Not Applicable,South,0,7350000,Visakhapatnam | Rushikonda
Andhra Pradesh,Palnadu,Narasaraopet,Independent House,3,3,1667,Furnished,South,1,5625000,Palnadu | Chilakaluripet
Telangana,Rangareddy,Hyderabad,Apartment,3,3,1274,Semi-Furnished,West,0,13150000,Rangareddy | Narsingi
Telangana,Hyderabad,Hyderabad,Independent House,3,4,1829,Semi-Furnished,East,7,16625000,Hyderabad | Secunderabad
Andhra Pradesh,Guntur,Guntur,Apartment,2,2,1046,Semi-Furnished,East,8,5800000,Guntur | Lakshmipuram
Andhra Pradesh,Prakasam,Ongole,Apartment,2,2,937,Furnished,East,8,2100000,Prakasam | Santhanuthalapadu
Telangana,Rangareddy,Hyderabad,Apartment,4,5,1771,Unfurnished,North,0,13675000,Rangareddy | Mokila
Andhra Pradesh,East Godavari,Rajahmundry,Independent House,2,3,1154,Semi-Furnished,South-East,8,3100000,East Godavari | Rajanagaram
Andhra Pradesh,NTR,Vijayawada,Villa,5,5,3286,Semi-Furnished,East,6,34150000,NTR | Labbipet
Telangana,Siddipet,Siddipet,Independent House,3,2,1571,Unfurnished,West,30,2675000,Siddipet | Doultabad
Telangana,Nizamabad,Nizamabad,Residential Plot,0,0,1350,Not Applicable,North-East,0,1250000,Nizamabad | Nandipet
Telangana,Sangareddy,Sangareddy,Residential Plot,0,0,1800,Not Applicable,North,0,5375000,Sangareddy | Sangareddy Town
Telangana,Kamareddy,Kamareddy,Independent House,5,6,2852,Unfurnished,South-East,9,4600000,Kamareddy | Yellareddy
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Residential Plot,0,0,1800,Not Applicable,North,0,2075000,Dr. B.R. Ambedkar Konaseema | Ramachandrapuram
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Residential Plot,0,0,3600,Not Applicable,North,0,5300000,Sri Sathya Sai | Hindupur
Telangana,Hyderabad,Hyderabad,Independent House,4,4,2379,Furnished,South,0,24750000,Hyderabad | Ameerpet
Telangana,Medak,Medak,Apartment,2,2,1119,Semi-Furnished,West,1,3300000,Medak | Narsapur
Telangana,Nirmal,Nirmal,Independent House,3,2,1548,Semi-Furnished,South,2,2550000,Nirmal | Mudhole
Telangana,Yadadri Bhuvanagiri,Bhongir,Residential Plot,0,0,900,Not Applicable,South-East,0,850000,Yadadri Bhuvanagiri | Pochampally
Andhra Pradesh,West Godavari,Bhimavaram,Villa,4,4,2414,Unfurnished,North-East,0,17000000,West Godavari | Bhimavaram Town
Telangana,Hyderabad,Hyderabad,Independent House,3,2,1801,Unfurnished,South-East,5,19625000,Hyderabad | Begumpet
Telangana,Medchal Malkajgiri,Hyderabad,Apartment,1,1,458,Unfurnished,North,1,3125000,Medchal Malkajgiri | Bowrampet
Telangana,Rajanna Sircilla,Sircilla,Apartment,3,3,1538,Unfurnished,North,1,4875000,Rajanna Sircilla | Vemulawada
Telangana,Mahabubnagar,Mahabubnagar,Apartment,3,3,1435,Unfurnished,South-East,0,5600000,Mahabubnagar | Mahabubnagar Town
Andhra Pradesh,Anantapur,Anantapur,Apartment,3,3,1200,Furnished,West,9,3975000,Anantapur | Rudrampeta
Andhra Pradesh,Srikakulam,Srikakulam,Independent House,2,1,1023,Unfurnished,South,9,2275000,Srikakulam | Tekkali
Andhra Pradesh,Anantapur,Anantapur,Residential Plot,0,0,1503,Not Applicable,North,0,2775000,Anantapur | Tapovanam
Telangana,Jagtial,Jagtial,Residential Plot,0,0,1998,Not Applicable,North,0,1350000,Jagtial | Dharmapuri
Andhra Pradesh,East Godavari,Rajahmundry,Independent House,3,3,1732,Semi-Furnished,East,4,4450000,East Godavari | Korukonda
Telangana,Nalgonda,Nalgonda,Apartment,2,3,1061,Unfurnished,North,1,3075000,Nalgonda | Miryalaguda
Telangana,Nizamabad,Nizamabad,Residential Plot,0,0,2160,Not Applicable,East,0,4225000,Nizamabad | Vinayak Nagar
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Residential Plot,0,0,2160,Not Applicable,East,0,4550000,Sri Potti Sriramulu Nellore | Mini Bypass Road
Telangana,Khammam,Khammam,Apartment,2,2,1054,Unfurnished,North-East,0,3375000,Khammam | Wyra
Andhra Pradesh,Kurnool,Kurnool,Independent House,3,4,1383,Unfurnished,West,6,4725000,Kurnool | Gayathri Estates
Andhra Pradesh,Kakinada,Kakinada,Apartment,2,3,1111,Unfurnished,North-East,1,4675000,Kakinada | Kovvada
Andhra Pradesh,Nandyal,Nandyal,Independent House,4,5,2026,Semi-Furnished,North,2,6525000,Nandyal | Nandyal Town
Telangana,Hyderabad,Hyderabad,Apartment,2,2,1339,Unfurnished,East,0,8700000,Hyderabad | Malakpet
Andhra Pradesh,Guntur,Amaravati,Apartment,3,3,1409,Unfurnished,East,0,9850000,Guntur | Mangalagiri
Andhra Pradesh,Polavaram,Rampachodavaram,Independent House,6,5,3122,Semi-Furnished,North,12,4175000,Polavaram | Addateegala
Telangana,Hyderabad,Hyderabad,Apartment,3,3,1446,Unfurnished,North,0,19975000,Hyderabad | Jubilee Hills
Andhra Pradesh,Chittoor,Chittoor,Independent House,3,3,1451,Unfurnished,North,0,4175000,Chittoor | Kuppam
Telangana,Rangareddy,Hyderabad,Apartment,4,4,1605,Unfurnished,East,0,18950000,Rangareddy | Gachibowli
Telangana,Rangareddy,Hyderabad,Apartment,3,2,1453,Unfurnished,East,0,12475000,Rangareddy | Attapur
Telangana,Sangareddy,Hyderabad,Residential Plot,0,0,1350,Not Applicable,North-East,0,4800000,Sangareddy | Patancheru
Telangana,Hyderabad,Hyderabad,Apartment,2,2,934,Unfurnished,East,0,10475000,Hyderabad | Jubilee Hills
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Residential Plot,0,0,2997,Not Applicable,West,0,3875000,Visakhapatnam | Thagarapuvalasa
Andhra Pradesh,Kurnool,Kurnool,Apartment,3,4,1580,Semi-Furnished,West,9,5725000,Kurnool | Budhwarpet
Telangana,Nagarkurnool,Nagarkurnool,Residential Plot,0,0,1800,Not Applicable,South,0,875000,Nagarkurnool | Amrabad
Telangana,Mahabubnagar,Mahabubnagar,Residential Plot,0,0,1197,Not Applicable,South,0,1125000,Mahabubnagar | Balanagar
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Independent House,4,3,1903,Furnished,North-East,0,7350000,Alluri Sitharama Raju | Araku Valley
Andhra Pradesh,Kakinada,Kakinada,Residential Plot,0,0,3600,Not Applicable,South-East,0,5125000,Kakinada | Kovvada
Telangana,Hyderabad,Hyderabad,Apartment,3,3,1764,Semi-Furnished,West,3,19850000,Hyderabad | Somajiguda
Andhra Pradesh,Guntur,Amaravati,Residential Plot,0,0,1503,Not Applicable,North-East,0,3700000,Guntur | Undavalli
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent Builder Floor,3,3,1256,Unfurnished,South-East,0,7150000,Visakhapatnam | Muralinagar
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent House,5,4,2718,Furnished,North,10,10650000,Visakhapatnam | Kurmannapalem
Telangana,Hanumakonda,Hanamkonda,Residential Plot,0,0,2160,Not Applicable,East,0,2600000,Hanumakonda | Kamalapur
Telangana,Mahabubnagar,Mahabubnagar,Apartment,2,2,985,Semi-Furnished,West,3,4750000,Mahabubnagar | Mahabubnagar Town
Andhra Pradesh,NTR,Vijayawada,Apartment,2,2,1264,Unfurnished,East,0,4400000,NTR | Mylavaram
Telangana,Adilabad,Adilabad,Independent House,4,5,2346,Unfurnished,North-East,0,3875000,Adilabad | Bhoraj
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,3,3,1428,Unfurnished,South,2,12475000,Visakhapatnam | Yendada
Telangana,Rangareddy,Hyderabad,Apartment,2,3,874,Furnished,South,0,5475000,Rangareddy | Hayathnagar
Telangana,Jagtial,Jagtial,Independent House,3,3,1380,Semi-Furnished,South-East,7,3600000,Jagtial | Korutla
Telangana,Mahabubnagar,Mahabubnagar,Independent House,3,3,1665,Unfurnished,South,1,3300000,Mahabubnagar | Hanwada
Telangana,Karimnagar,Karimnagar,Apartment,3,2,1446,Unfurnished,South,1,7400000,Karimnagar | Kashmirgadda
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,Amalapuram,Apartment,3,3,1637,Semi-Furnished,North-East,8,4400000,Dr. B.R. Ambedkar Konaseema | Kothapeta
Andhra Pradesh,Alluri Sitharama Raju,Paderu,Villa,4,4,2554,Unfurnished,East,4,8775000,Alluri Sitharama Raju | Paderu
Telangana,Mahabubnagar,Mahabubnagar,Villa,5,5,3109,Unfurnished,West,8,6900000,Mahabubnagar | Bhoothpur
Andhra Pradesh,Kurnool,Kurnool,Apartment,2,2,1034,Furnished,East,1,6125000,Kurnool | Gayathri Estates
Telangana,Mahabubabad,Mahabubabad,Residential Plot,0,0,1800,Not Applicable,South-East,0,1250000,Mahabubabad | Dornakal
Andhra Pradesh,Guntur,Guntur,Independent House,3,2,1583,Semi-Furnished,North,10,9725000,Guntur | Lakshmipuram
Andhra Pradesh,Annamayya,Madanapalle,Residential Plot,0,0,900,Not Applicable,West,0,600000,Annamayya | Pileru
Telangana,Jagtial,Jagtial,Apartment,3,3,1628,Furnished,East,1,7100000,Jagtial | Jagtial Town
Andhra Pradesh,Prakasam,Ongole,Apartment,2,2,1181,Semi-Furnished,East,6,3975000,Prakasam | Ongole Town
Andhra Pradesh,Annamayya,Madanapalle,Independent House,2,2,1291,Furnished,South,9,2700000,Annamayya | Pileru
Telangana,Khammam,Khammam,Apartment,2,1,1158,Unfurnished,South,1,3450000,Khammam | Madhira
Andhra Pradesh,Annamayya,Madanapalle,Apartment,3,3,1233,Furnished,West,1,3350000,Annamayya | Rajampet
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Independent Builder Floor,3,2,1288,Unfurnished,North,2,9275000,Visakhapatnam | Dwaraka Nagar
Telangana,Sangareddy,Hyderabad,Residential Plot,0,0,4500,Not Applicable,West,0,22900000,Sangareddy | Ameenpur
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Apartment,1,2,551,Semi-Furnished,North,7,4225000,Visakhapatnam | Kommadi
Telangana,Siddipet,Siddipet,Independent House,4,4,2352,Semi-Furnished,South-East,27,8550000,Siddipet | Siddipet Town
Telangana,Jogulamba Gadwal,Gadwal,Residential Plot,0,0,1350,Not Applicable,North,0,1575000,Jogulamba Gadwal | Gadwal Town
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Apartment,1,1,538,Unfurnished,South,7,1300000,Sri Sathya Sai | Dharmavaram
Telangana,Sangareddy,Hyderabad,Apartment,2,2,1123,Unfurnished,East,0,8450000,Sangareddy | Tellapur
Telangana,Yadadri Bhuvanagiri,Bhongir,Residential Plot,0,0,2160,Not Applicable,South,0,3925000,Yadadri Bhuvanagiri | Choutuppal
Andhra Pradesh,West Godavari,Bhimavaram,Independent Builder Floor,3,2,1233,Unfurnished,North-East,0,4425000,West Godavari | Tadepalligudem
Telangana,Nagarkurnool,Nagarkurnool,Independent House,4,5,2093,Unfurnished,South,30,4125000,Nagarkurnool | Nagarkurnool Town
Telangana,Vikarabad,Vikarabad,Independent House,4,4,2363,Semi-Furnished,North,0,4475000,Vikarabad | Mominpet
Telangana,Khammam,Khammam,Independent House,3,3,2039,Unfurnished,East,29,8700000,Khammam | Wyra Road
Telangana,Vikarabad,Vikarabad,Independent House,3,2,1712,Semi-Furnished,North,7,2825000,Vikarabad | Dharur
Andhra Pradesh,Chittoor,Chittoor,Residential Plot,0,0,900,Not Applicable,West,0,1550000,Chittoor | Gandhi Road
Telangana,Medak,Medak,Independent House,2,2,1032,Furnished,East,10,1675000,Medak | Chegunta
Andhra Pradesh,Anantapur,Anantapur,Apartment,2,1,1123,Unfurnished,South-East,0,4375000,Anantapur | Subhash Road
Andhra Pradesh,Kurnool,Kurnool,Apartment,2,2,1166,Semi-Furnished,North-East,4,2750000,Kurnool | Alur
Telangana,Khammam,Khammam,Apartment,3,4,1292,Unfurnished,West,0,2675000,Khammam | Yerrupalem
